YEAR,PLAYER,POS,HT,WT,TEAM,SELECTION,DRAFT,NATIONALITY
2013,Zach Randolph,PF,6-9,260,Memphis Grizzlies,Western All-Star Coaches Selection,2001 Rnd 1 Pick 19,United States
2013,Rajon Rondo,PG,6-1,180,Boston Celtics,Eastern All-Star Fan Vote Selection,2006 Rnd 1 Pick 21,United States
2013,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2013,Russell Westbrook,G,6-4,200,Oklahoma City Thunder,Western All-Star Coaches Selection,2008 Rnd 1 Pick 4,United States
2014,LaMarcus Aldridge,FC,6-11,265,Portland Trail Blazers,Western All-Star Coaches Selection,2006 Rnd 1 Pick 2,United States
2014,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2014,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
2014,Anthony Davis,PF,6-10,253,New Orleans Pelicans,Western All-Star Replacement Selection,2012 Rnd 1 Pick 1,United States
2014,Kevin Durant,SF,6-11,240,Oklahoma City Thunder,Western All-Star Fan Vote Selection,2007 Rnd 1 Pick 2,United States
2014,Blake Griffin,PF,6-9,250,Los Angeles Clippers,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 1,United States
2014,James Harden,SG,6-5,220,Houston Rockets,Western All-Star Coaches Selection,2009 Rnd 1 Pick 3,United States
2014,Dwight Howard,C,6-11,265,Houston Rockets,Western All-Star Coaches Selection,2004 Rnd 1 Pick 1,United States
2014,Damian Lillard,G,6-2,195,Portland Trail Blazers,Western All-Star Coaches Selection,2012 Rnd 1 Pick 6,United States
2014,Kevin Love,FC,6-8,251,Minnesota Timberwolves,Western All-Star Fan Vote Selection,2008 Rnd 1 Pick 5,United States
2014,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Coaches Selection,1998 Rnd 1 Pick 9,Germany
2014,Tony Parker,G,6-2,185,San Antonio Spurs,Western All-Star Coaches Selection,2001 Rnd 1 Pick 28,France
2014,Chris Paul,PG,6-0,175,Los Angeles Clippers,Western All-Star Coaches Selection,2005 Rnd 1 Pick 4,United States
2014,Carmelo Anthony,F,6-8,240,New York Knicks,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2014,Chris Bosh,PF,6-11,235,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2014,DeMar DeRozan,GF,6-6,220,Toronto Raptors,Eastern All-Star Coaches Selection,2009 Rnd 1 Pick 9,United States
2014,Paul George,GF,6-8,220,Indiana Pacers,Eastern All-Star Fan Vote Selection,2010 Rnd 1 Pick 10,United States
2014,Roy Hibbert,C,7-2,270,Indiana Pacers,Eastern All-Star Coaches Selection,2008 Rnd 1 Pick 17,United States
2014,Kyrie Irving,G,6-2,195,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2011 Rnd 1 Pick 1,United StatesAustralia
2014,LeBron James,F,6-9,250,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2014,Joe Johnson,SG,6-7,240,Brooklyn Nets,Eastern All-Star Coaches Selection,2001 Rnd 1 Pick 10,United States
2014,Paul Millsap,FC,6-7,250,Atlanta Hawks,Eastern All-Star Coaches Selection,2006 Rnd 2 Pick 17,United States
2014,Joakim Noah,FC,6-11,230,Chicago Bulls,Eastern All-Star Coaches Selection,2007 Rnd 1 Pick 9,FranceUnited States
2014,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2014,John Wall,PG,6-3,210,Washington Wizards,Eastern All-Star Coaches Selection,2010 Rnd 1 Pick 1,United States
2014,LaMarcus Aldridge,FC,6-11,265,Portland Trail Blazers,Western All-Star Coaches Selection,2006 Rnd 1 Pick 2,United States
2014,Carmelo Anthony,F,6-8,240,New York Knicks,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2014,Chris Bosh,PF,6-11,235,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2014,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2014,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
2014,Anthony Davis,PF,6-10,253,New Orleans Pelicans,Western All-Star Replacement Selection,2012 Rnd 1 Pick 1,United States
2014,DeMar DeRozan,GF,6-6,220,Toronto Raptors,Eastern All-Star Coaches Selection,2009 Rnd 1 Pick 9,United States
2014,Kevin Durant,SF,6-11,240,Oklahoma City Thunder,Western All-Star Fan Vote Selection,2007 Rnd 1 Pick 2,United States
2014,Paul George,GF,6-8,220,Indiana Pacers,Eastern All-Star Fan Vote Selection,2010 Rnd 1 Pick 10,United States
2014,Blake Griffin,PF,6-9,250,Los Angeles Clippers,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 1,United States
2014,James Harden,SG,6-5,220,Houston Rockets,Western All-Star Coaches Selection,2009 Rnd 1 Pick 3,United States
2014,Roy Hibbert,C,7-2,270,Indiana Pacers,Eastern All-Star Coaches Selection,2008 Rnd 1 Pick 17,United States
2014,Dwight Howard,C,6-11,265,Houston Rockets,Western All-Star Coaches Selection,2004 Rnd 1 Pick 1,United States
2014,Kyrie Irving,G,6-2,195,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2011 Rnd 1 Pick 1,United StatesAustralia
2014,LeBron James,F,6-9,250,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2014,Joe Johnson,SG,6-7,240,Brooklyn Nets,Eastern All-Star Coaches Selection,2001 Rnd 1 Pick 10,United States
2014,Damian Lillard,G,6-2,195,Portland Trail Blazers,Western All-Star Coaches Selection,2012 Rnd 1 Pick 6,United States
2014,Kevin Love,FC,6-8,251,Minnesota Timberwolves,Western All-Star Fan Vote Selection,2008 Rnd 1 Pick 5,United States
2014,Paul Millsap,FC,6-7,250,Atlanta Hawks,Eastern All-Star Coaches Selection,2006 Rnd 2 Pick 17,United States
2014,Joakim Noah,FC,6-11,230,Chicago Bulls,Eastern All-Star Coaches Selection,2007 Rnd 1 Pick 9,FranceUnited States
2014,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Coaches Selection,1998 Rnd 1 Pick 9,Germany
2014,Tony Parker,G,6-2,185,San Antonio Spurs,Western All-Star Coaches Selection,2001 Rnd 1 Pick 28,France
2014,Chris Paul,PG,6-0,175,Los Angeles Clippers,Western All-Star Coaches Selection,2005 Rnd 1 Pick 4,United States
2014,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2014,John Wall,PG,6-3,210,Washington Wizards,Eastern All-Star Coaches Selection,2010 Rnd 1 Pick 1,United States
2015,Carmelo Anthony,F,6-8,240,New York Knicks,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2015,Chris Bosh,PF,6-11,235,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2015,Jimmy Butler III,GF,6-7,230,Chicago Bulls,Eastern All-Star Coaches Selection,2011 Rnd 1 Pick 30,United States
2015,Pau Gasol,FC,7-0,250,Chicago Bulls,Eastern All-Star Fan Vote Selection,2001 Rnd 1 Pick 3,Spain
2015,Al Horford,FC,6-9,240,Atlanta Hawks,Eastern All-Star Coaches Selection,2007 Rnd 1 Pick 3,Dominican RepublicUnited States
2015,Kyrie Irving,G,6-2,195,Cleveland Cavaliers,Eastern All-Star Coaches Selection,2011 Rnd 1 Pick 1,United StatesAustralia
2015,LeBron James,F,6-9,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2015,Kyle Korver,SF,6-7,212,Atlanta Hawks,Eastern All-Star Replacement Selection,2003 Rnd 2 Pick 22,United States
2015,Kyle Lowry,PG,6-0,196,Toronto Raptors,Eastern All-Star Fan Vote Selection,2006 Rnd 1 Pick 24,United States
2015,Paul Millsap,FC,6-7,250,Atlanta Hawks,Eastern All-Star Coaches Selection,2006 Rnd 2 Pick 17,United States
2015,Jeff Teague,PG,6-3,195,Atlanta Hawks,Eastern All-Star Coaches Selection,2009 Rnd 1 Pick 19,United States
2015,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 5,United States
2015,John Wall,PG,6-3,210,Washington Wizards,Eastern All-Star Fan Vote Selection,2010 Rnd 1 Pick 1,United States
2015,LaMarcus Aldridge,FC,6-11,265,Portland Trail Blazers,Western All-Star Coaches Selection,2006 Rnd 1 Pick 2,United States
2015,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2015,DeMarcus Cousins,C,6-11,270,Sacramento Kings,Western All-Star Replacement Selection,2010 Rnd 1 Pick 5,United States
2015,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
2015,Anthony Davis,PF,6-10,253,New Orleans Pelicans,Western All-Star Fan Vote Selection,2012 Rnd 1 Pick 1,United States
2015,Tim Duncan,FC,6-11,250,San Antonio Spurs,Western All-Star Coaches Selection,1997 Rnd 1 Pick 1,United States
2015,Kevin Durant,SF,6-11,240,Oklahoma City Thunder,Western All-Star Coaches Selection,2007 Rnd 1 Pick 2,United States
2015,Marc Gasol,C,7-1,255,Memphis Grizzlies,Western All-Star Fan Vote Selection,2007 Rnd 2 Pick 18,Spain
2015,Blake Griffin,PF,6-9,250,Los Angeles Clippers,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 1,United States
2015,James Harden,SG,6-5,220,Houston Rockets,Western All-Star Coaches Selection,2009 Rnd 1 Pick 3,United States
2015,Damian Lillard,G,6-2,195,Portland Trail Blazers,Western All-Star Replacement Selection,2012 Rnd 1 Pick 6,United States
2015,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Replacement Selection,1998 Rnd 1 Pick 9,Germany
2015,Chris Paul,PG,6-0,175,Los Angeles Clippers,Western All-Star Coaches Selection,2005 Rnd 1 Pick 4,United States
2015,Klay Thompson,G,6-5,220,Golden State Warriors,Western All-Star Coaches Selection,2011 Rnd 1 Pick 11,United States
2015,Russell Westbrook,G,6-4,200,Oklahoma City Thunder,Western All-Star Coaches Selection,2008 Rnd 1 Pick 4,United States
2015,LaMarcus Aldridge,FC,6-11,265,Portland Trail Blazers,Western All-Star Coaches Selection,2006 Rnd 1 Pick 2,United States
2015,Carmelo Anthony,F,6-8,240,New York Knicks,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2015,Chris Bosh,PF,6-11,235,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2015,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2015,Jimmy Butler III,GF,6-7,230,Chicago Bulls,Eastern All-Star Coaches Selection,2011 Rnd 1 Pick 30,United States
2015,DeMarcus Cousins,C,6-11,270,Sacramento Kings,Western All-Star Replacement Selection,2010 Rnd 1 Pick 5,United States
2015,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
2015,Anthony Davis,PF,6-10,253,New Orleans Pelicans,Western All-Star Fan Vote Selection,2012 Rnd 1 Pick 1,United States
2015,Tim Duncan,FC,6-11,250,San Antonio Spurs,Western All-Star Coaches Selection,1997 Rnd 1 Pick 1,United States
2015,Kevin Durant,SF,6-11,240,Oklahoma City Thunder,Western All-Star Coaches Selection,2007 Rnd 1 Pick 2,United States
2015,Marc Gasol,C,7-1,255,Memphis Grizzlies,Western All-Star Fan Vote Selection,2007 Rnd 2 Pick 18,Spain
2015,Pau Gasol,FC,7-0,250,Chicago Bulls,Eastern All-Star Fan Vote Selection,2001 Rnd 1 Pick 3,Spain
2015,Blake Griffin,PF,6-9,250,Los Angeles Clippers,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 1,United States
2015,James Harden,SG,6-5,220,Houston Rockets,Western All-Star Coaches Selection,2009 Rnd 1 Pick 3,United States
2015,Al Horford,FC,6-9,240,Atlanta Hawks,Eastern All-Star Coaches Selection,2007 Rnd 1 Pick 3,Dominican RepublicUnited States
2015,Kyrie Irving,G,6-2,195,Cleveland Cavaliers,Eastern All-Star Coaches Selection,2011 Rnd 1 Pick 1,United StatesAustralia
2015,LeBron James,F,6-9,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2015,Kyle Korver,SF,6-7,212,Atlanta Hawks,Eastern All-Star Replacement Selection,2003 Rnd 2 Pick 22,United States
2015,Damian Lillard,G,6-2,195,Portland Trail Blazers,Western All-Star Replacement Selection,2012 Rnd 1 Pick 6,United States
2015,Kyle Lowry,PG,6-0,196,Toronto Raptors,Eastern All-Star Fan Vote Selection,2006 Rnd 1 Pick 24,United States
2015,Paul Millsap,FC,6-7,250,Atlanta Hawks,Eastern All-Star Coaches Selection,2006 Rnd 2 Pick 17,United States
2015,Dirk Nowitzki,PF,7-0,245,Dallas Mavericks,Western All-Star Replacement Selection,1998 Rnd 1 Pick 9,Germany
2015,Chris Paul,PG,6-0,175,Los Angeles Clippers,Western All-Star Coaches Selection,2005 Rnd 1 Pick 4,United States
2015,Jeff Teague,PG,6-3,195,Atlanta Hawks,Eastern All-Star Coaches Selection,2009 Rnd 1 Pick 19,United States
2015,Klay Thompson,G,6-5,220,Golden State Warriors,Western All-Star Coaches Selection,2011 Rnd 1 Pick 11,United States
2015,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 5,United States
2015,John Wall,PG,6-3,210,Washington Wizards,Eastern All-Star Fan Vote Selection,2010 Rnd 1 Pick 1,United States
2015,Russell Westbrook,G,6-4,200,Oklahoma City Thunder,Western All-Star Coaches Selection,2008 Rnd 1 Pick 4,United States
2016,Carmelo Anthony,F,6-8,240,New York Knicks,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2016,Chris Bosh,PF,6-11,235,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2016,Jimmy Butler III,GF,6-7,230,Chicago Bulls,Eastern All-Star Coaches Selection,2011 Rnd 1 Pick 30,United States
2016,DeMar DeRozan,GF,6-6,220,Toronto Raptors,Eastern All-Star Coaches Selection,2009 Rnd 1 Pick 9,United States
2016,Andre Drummond,C,6-11,279,Detroit Pistons,Eastern All-Star Coaches Selection,2012 Rnd 1 Pick 9,United States
2016,Pau Gasol,FC,7-0,250,Chicago Bulls,Eastern All-Star Replacement Selection,2001 Rnd 1 Pick 3,Spain
2016,Paul George,GF,6-8,220,Indiana Pacers,Eastern All-Star Fan Vote Selection,2010 Rnd 1 Pick 10,United States
2016,Al Horford,FC,6-9,240,Atlanta Hawks,Eastern All-Star Replacement Selection,2007 Rnd 1 Pick 3,Dominican RepublicUnited States
2016,LeBron James,F,6-9,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2016,Kyle Lowry,PG,6-0,196,Toronto Raptors,Eastern All-Star Fan Vote Selection,2006 Rnd 1 Pick 24,United States
2016,Paul Millsap,FC,6-7,250,Atlanta Hawks,Eastern All-Star Coaches Selection,2006 Rnd 2 Pick 17,United States
2016,Isaiah Thomas,PG,5-9,185,Boston Celtics,Eastern All-Star Coaches Selection,2011 Rnd 2 Pick 30,United States
2016,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2016,John Wall,PG,6-3,210,Washington Wizards,Eastern All-Star Coaches Selection,2010 Rnd 1 Pick 1,United States
2016,LaMarcus Aldridge,FC,6-11,265,San Antonio Spurs,Western All-Star Coaches Selection,2006 Rnd 1 Pick 2,United States
2016,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2016,DeMarcus Cousins,C,6-11,270,Sacramento Kings,Western All-Star Coaches Selection,2010 Rnd 1 Pick 5,United States
2016,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
2016,Anthony Davis,PF,6-10,253,New Orleans Pelicans,Western All-Star Coaches Selection,2012 Rnd 1 Pick 1,United States
2016,Kevin Durant,SF,6-11,240,Oklahoma City Thunder,Western All-Star Fan Vote Selection,2007 Rnd 1 Pick 2,United States
2016,Draymond Green,F,6-6,230,Golden State Warriors,Western All-Star Coaches Selection,2012 Rnd 2 Pick 5,United States
2016,James Harden,SG,6-5,220,Houston Rockets,Western All-Star Coaches Selection,2009 Rnd 1 Pick 3,United States
2016,Kawhi Leonard,F,6-7,225,San Antonio Spurs,Western All-Star Fan Vote Selection,2011 Rnd 1 Pick 15,United States
2016,Chris Paul,PG,6-0,175,Los Angeles Clippers,Western All-Star Coaches Selection,2005 Rnd 1 Pick 4,United States
2016,Klay Thompson,G,6-5,220,Golden State Warriors,Western All-Star Coaches Selection,2011 Rnd 1 Pick 11,United States
2016,Russell Westbrook,G,6-4,200,Oklahoma City Thunder,Western All-Star Fan Vote Selection,2008 Rnd 1 Pick 4,United States
2016,LaMarcus Aldridge,FC,6-11,265,San Antonio Spurs,Western All-Star Coaches Selection,2006 Rnd 1 Pick 2,United States
2016,Carmelo Anthony,F,6-8,240,New York Knicks,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 3,United States
2016,Chris Bosh,PF,6-11,235,Miami Heat,Eastern All-Star Coaches Selection,2003 Rnd 1 Pick 4,United States
2016,Kobe Bryant,SG,6-6,212,Los Angeles Lakers,Western All-Star Fan Vote Selection,1996 Rnd 1 Pick 13,United States
2016,Jimmy Butler III,GF,6-7,230,Chicago Bulls,Eastern All-Star Coaches Selection,2011 Rnd 1 Pick 30,United States
2016,DeMarcus Cousins,C,6-11,270,Sacramento Kings,Western All-Star Coaches Selection,2010 Rnd 1 Pick 5,United States
2016,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
2016,Anthony Davis,PF,6-10,253,New Orleans Pelicans,Western All-Star Coaches Selection,2012 Rnd 1 Pick 1,United States
2016,DeMar DeRozan,GF,6-6,220,Toronto Raptors,Eastern All-Star Coaches Selection,2009 Rnd 1 Pick 9,United States
2016,Andre Drummond,C,6-11,279,Detroit Pistons,Eastern All-Star Coaches Selection,2012 Rnd 1 Pick 9,United States
2016,Kevin Durant,SF,6-11,240,Oklahoma City Thunder,Western All-Star Fan Vote Selection,2007 Rnd 1 Pick 2,United States
2016,Pau Gasol,FC,7-0,250,Chicago Bulls,Eastern All-Star Replacement Selection,2001 Rnd 1 Pick 3,Spain
2016,Paul George,GF,6-8,220,Indiana Pacers,Eastern All-Star Fan Vote Selection,2010 Rnd 1 Pick 10,United States
2016,Draymond Green,F,6-6,230,Golden State Warriors,Western All-Star Coaches Selection,2012 Rnd 2 Pick 5,United States
2016,James Harden,SG,6-5,220,Houston Rockets,Western All-Star Coaches Selection,2009 Rnd 1 Pick 3,United States
2016,Al Horford,FC,6-9,240,Atlanta Hawks,Eastern All-Star Replacement Selection,2007 Rnd 1 Pick 3,Dominican RepublicUnited States
2016,LeBron James,F,6-9,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2016,Kawhi Leonard,F,6-7,225,San Antonio Spurs,Western All-Star Fan Vote Selection,2011 Rnd 1 Pick 15,United States
2016,Kyle Lowry,PG,6-0,196,Toronto Raptors,Eastern All-Star Fan Vote Selection,2006 Rnd 1 Pick 24,United States
2016,Paul Millsap,FC,6-7,250,Atlanta Hawks,Eastern All-Star Coaches Selection,2006 Rnd 2 Pick 17,United States
2016,Chris Paul,PG,6-0,175,Los Angeles Clippers,Western All-Star Coaches Selection,2005 Rnd 1 Pick 4,United States
2016,Isaiah Thomas,PG,5-9,185,Boston Celtics,Eastern All-Star Coaches Selection,2011 Rnd 2 Pick 30,United States
2016,Klay Thompson,G,6-5,220,Golden State Warriors,Western All-Star Coaches Selection,2011 Rnd 1 Pick 11,United States
2016,Dwyane Wade,SG,6-4,220,Miami Heat,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 5,United States
2016,John Wall,PG,6-3,210,Washington Wizards,Eastern All-Star Coaches Selection,2010 Rnd 1 Pick 1,United States
2016,Russell Westbrook,G,6-4,200,Oklahoma City Thunder,Western All-Star Fan Vote Selection,2008 Rnd 1 Pick 4,United States
2017,DeMarcus Cousins,C,6-11,270,Sacramento Kings,Western All-Star Coaches Selection,2010 Rnd 1 Pick 5,United States
2017,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
2017,Anthony Davis,PF,6-10,253,New Orleans Pelicans,Western All-Star Fan Vote Selection,2012 Rnd 1 Pick 1,United States
2017,Kevin Durant,SF,6-11,240,Golden State Warriors,Western All-Star Fan Vote Selection,2007 Rnd 1 Pick 2,United States
2017,Marc Gasol,C,7-1,255,Memphis Grizzlies,Western All-Star Coaches Selection,2007 Rnd 2 Pick 18,Spain
2017,Draymond Green,F,6-6,230,Golden State Warriors,Western All-Star Coaches Selection,2012 Rnd 2 Pick 5,United States
2017,James Harden,SG,6-5,220,Houston Rockets,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 3,United States
2017,Gordon Hayward,GF,6-7,225,Utah Jazz,Western All-Star Coaches Selection,2010 Rnd 1 Pick 9,United States
2017,DeAndre Jordan,C,6-11,265,Los Angeles Clippers,Western All-Star Coaches Selection,2008 Rnd 2 Pick 5,United States
2017,Kawhi Leonard,F,6-7,225,San Antonio Spurs,Western All-Star Fan Vote Selection,2011 Rnd 1 Pick 15,United States
2017,Klay Thompson,G,6-5,220,Golden State Warriors,Western All-Star Coaches Selection,2011 Rnd 1 Pick 11,United States
2017,Russell Westbrook,G,6-4,200,Oklahoma City Thunder,Western All-Star Coaches Selection,2008 Rnd 1 Pick 4,United States
2017,Giannis Antetokounmpo,F,6-11,243,Milwaukee Bucks,Eastern All-Star Fan Vote Selection,2013 Rnd 1 Pick 15,GreeceNigeria
2017,Carmelo Anthony,F,6-8,240,New York Knicks,Eastern All-Star Replacement Selection,2003 Rnd 1 Pick 3,United States
2017,Jimmy Butler III,GF,6-7,230,Chicago Bulls,Eastern All-Star Fan Vote Selection,2011 Rnd 1 Pick 30,United States
2017,DeMar DeRozan,GF,6-6,220,Toronto Raptors,Eastern All-Star Fan Vote Selection,2009 Rnd 1 Pick 9,United States
2017,Paul George,GF,6-8,220,Indiana Pacers,Eastern All-Star Coaches Selection,2010 Rnd 1 Pick 10,United States
2017,Kyrie Irving,G,6-2,195,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2011 Rnd 1 Pick 1,United StatesAustralia
2017,LeBron James,F,6-9,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2017,Kevin Love,FC,6-8,251,Cleveland Cavaliers,Eastern All-Star Coaches Selection,2008 Rnd 1 Pick 5,United States
2017,Kyle Lowry,PG,6-0,196,Toronto Raptors,Eastern All-Star Coaches Selection,2006 Rnd 1 Pick 24,United States
2017,Paul Millsap,FC,6-7,250,Atlanta Hawks,Eastern All-Star Coaches Selection,2006 Rnd 2 Pick 17,United States
2017,Isaiah Thomas,PG,5-9,185,Boston Celtics,Eastern All-Star Coaches Selection,2011 Rnd 2 Pick 30,United States
2017,Kemba Walker,G,6-0,184,Charlotte Hornets,Eastern All-Star Coaches Selection,2011 Rnd 1 Pick 9,United States
2017,John Wall,PG,6-3,210,Washington Wizards,Eastern All-Star Coaches Selection,2010 Rnd 1 Pick 1,United States
2017,Giannis Antetokounmpo,F,6-11,243,Milwaukee Bucks,Eastern All-Star Fan Vote Selection,2013 Rnd 1 Pick 15,GreeceNigeria
2017,Carmelo Anthony,F,6-8,240,New York Knicks,Eastern All-Star Replacement Selection,2003 Rnd 1 Pick 3,United States
2017,Jimmy Butler III,GF,6-7,230,Chicago Bulls,Eastern All-Star Fan Vote Selection,2011 Rnd 1 Pick 30,United States
2017,DeMarcus Cousins,C,6-11,270,Sacramento Kings,Western All-Star Coaches Selection,2010 Rnd 1 Pick 5,United States
2017,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
2017,Anthony Davis,PF,6-10,253,New Orleans Pelicans,Western All-Star Fan Vote Selection,2012 Rnd 1 Pick 1,United States
2017,DeMar DeRozan,GF,6-6,220,Toronto Raptors,Eastern All-Star Fan Vote Selection,2009 Rnd 1 Pick 9,United States
2017,Kevin Durant,SF,6-11,240,Golden State Warriors,Western All-Star Fan Vote Selection,2007 Rnd 1 Pick 2,United States
2017,Marc Gasol,C,7-1,255,Memphis Grizzlies,Western All-Star Coaches Selection,2007 Rnd 2 Pick 18,Spain
2017,Paul George,GF,6-8,220,Indiana Pacers,Eastern All-Star Coaches Selection,2010 Rnd 1 Pick 10,United States
2017,Draymond Green,F,6-6,230,Golden State Warriors,Western All-Star Coaches Selection,2012 Rnd 2 Pick 5,United States
2017,James Harden,SG,6-5,220,Houston Rockets,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 3,United States
2017,Gordon Hayward,GF,6-7,225,Utah Jazz,Western All-Star Coaches Selection,2010 Rnd 1 Pick 9,United States
2017,Kyrie Irving,G,6-2,195,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2011 Rnd 1 Pick 1,United StatesAustralia
2017,LeBron James,F,6-9,250,Cleveland Cavaliers,Eastern All-Star Fan Vote Selection,2003 Rnd 1 Pick 1,United States
2017,DeAndre Jordan,C,6-11,265,Los Angeles Clippers,Western All-Star Coaches Selection,2008 Rnd 2 Pick 5,United States
2017,Kawhi Leonard,F,6-7,225,San Antonio Spurs,Western All-Star Fan Vote Selection,2011 Rnd 1 Pick 15,United States
2017,Kevin Love,FC,6-8,251,Cleveland Cavaliers,Eastern All-Star Coaches Selection,2008 Rnd 1 Pick 5,United States
2017,Kyle Lowry,PG,6-0,196,Toronto Raptors,Eastern All-Star Coaches Selection,2006 Rnd 1 Pick 24,United States
2017,Paul Millsap,FC,6-7,250,Atlanta Hawks,Eastern All-Star Coaches Selection,2006 Rnd 2 Pick 17,United States
2017,Isaiah Thomas,PG,5-9,185,Boston Celtics,Eastern All-Star Coaches Selection,2011 Rnd 2 Pick 30,United States
2017,Klay Thompson,G,6-5,220,Golden State Warriors,Western All-Star Coaches Selection,2011 Rnd 1 Pick 11,United States
2017,Kemba Walker,G,6-0,184,Charlotte Hornets,Eastern All-Star Coaches Selection,2011 Rnd 1 Pick 9,United States
2017,John Wall,PG,6-3,210,Washington Wizards,Eastern All-Star Coaches Selection,2010 Rnd 1 Pick 1,United States
2017,Russell Westbrook,G,6-4,200,Oklahoma City Thunder,Western All-Star Coaches Selection,2008 Rnd 1 Pick 4,United States
2018,Giannis Antetokounmpo,F,6-11,243,Milwaukee Bucks,Eastern All-Star Fan Vote Selection,2013 Rnd 1 Pick 15,GreeceNigeria
2018,Jimmy Butler III,GF,6-7,230,Minnesota Timberwolves,Western All-Star Coaches Selection,2011 Rnd 1 Pick 30,United States
2018,Stephen Curry,G,6-2,185,Golden State Warriors,Western All-Star Fan Vote Selection,2009 Rnd 1 Pick 7,United States
